,Name,Address,AvgRatingText,TotalReviews,TotalFavourites,TotalViews,TotalPictures,TotalCheckIns,Url,Latitude,Longitude,ResCreatedOn,điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng,Khoảng giá khác,Thời gian hoạt động,Thích hợp,Giờ nhận khách cuối,Thời gian chuẩn bị,Nghỉ lễ,Thể loại,Sức chứa,Phong cách ẩm thực,Phù hợp với,Phục vụ các món,Website,Có wifi,Có giao hàng,Có máy lạnh & điều hòa,Cho mua về,Trả bằng thẻ,Có chỗ đậu ôtô,Nên đặt trước,Có bàn ngoài trời,Có phòng riêng,Có chỗ chơi cho trẻ em,Có karaoke,Giữ xe máy miễn phí,Tip cho nhân viên,Có khu vực hút thuốc,Có thẻ thành viên,Có xuất hóa đơn đỏ,Có hỗ trợ hội thảo,Có lò sưởi,Có hỗ trợ người khuyết tật,Có chiếu bóng đá,Có nhạc sống
479,Joma Bakery Cafe - Liễu Giai,"38 Liễu Giai, Quận Ba Đình, Hà Nội",6.8,35,0,0,100,0,/ha-noi/joma-bakery-cafe-lieu-giai,21.034734,105.814192,0001-12-31T17:00:00Z,7.4,7.1,6.9,6.8,5.9,07:00,22:00,30.000đ - 300.000đ,35.0,1.0,19.0,10.0,5.0,joma-bakery-cafe-lieu-giai,,07:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",21:30,Khoảng 5 - 15 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Café/Dessert', 'Tiệm bánh']",300 người lớn,['Món Âu'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Thư giãn', 'Ăn vặt', 'Ngắm cảnh', 'Takeaway - Mang về', 'Ăn Fastfood']","['Bánh sinh nhật/Bánh kem', 'Chocolate/Socola', 'Cupcake', 'Bánh Su/Chour', 'Bánh - Kẹo', 'Café - Kem', 'Sinh tố - Nước ép']",http://www.joma.biz,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Pepperonis Delivery Outlet - Nguyễn Văn Cừ,"374 Nguyễn Văn Cừ, Quận Long Biên, Hà Nội",7.7,5,0,0,15,0,/ha-noi/pepperonis-restaurant-nguyen-van-cu,21.0457526431021,105.8763421699404,0001-12-31T17:00:00Z,8.6,8.0,8.0,7.0,7.0,11:00,20:30,50.000đ - 200.000đ,5.0,1.0,2.0,2.0,0.0,pepperonis-restaurant-nguyen-van-cu,,11:00 - 20:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Takeaway - Mang về']",['Pizza & Pasta'],www.facebook.com/pepperonisvietnam,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - 62 Xuân Diệu","62 Xuân Diệu, Quận Tây Hồ, Hà Nội",8.2,39,0,0,306,0,/ha-noi/al-fresco-s-62-xuan-dieu,21.0627924410044,105.8294127474983,0001-12-31T17:00:00Z,8.6,8.5,8.4,8.3,7.1,08:30,23:00,50.000đ - 300.000đ,39.0,7.0,30.0,2.0,0.0,al-fresco-s-62-xuan-dieu,,08:30 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Âu', 'Ý']","['Ăn gia đình', 'Họp nhóm', 'Giao tận nơi', 'BBQ - Món Nướng', 'Takeaway - Mang về']","['Thịt Heo', 'Sườn nướng', 'Pizza & Pasta']",www.alfrescosgroup.com,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Royal City","B2 R6 Gian Hàng 29 Royal City, 72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",7.3,56,0,0,304,0,/ha-noi/al-fresco-s-royal-city,21.003691,105.814725,0001-12-31T17:00:00Z,8.1,7.8,7.3,7.0,6.4,09:30,22:00,50.000đ - 300.000đ,56.0,1.0,43.0,11.0,1.0,al-fresco-s-royal-city,,09:30 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Âu', 'Ý']","['Ăn gia đình', 'Họp nhóm', 'BBQ - Món Nướng', 'Takeaway - Mang về']","['Thịt Heo', 'Sườn nướng', 'Pizza & Pasta']",www.alfrescosgroup.com,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Lion City Exclusive - Tràng Tiền Plaza,"Tầng 5, Tràng Tiền Plaza, 24 Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",7.6,19,0,0,120,0,/ha-noi/lion-city-exclusive-trang-tien-plaza,21.0247451211449,105.8532446622848,0001-12-31T17:00:00Z,8.2,8.0,7.9,7.5,6.5,,,200.000đ - 800.000đ,19.0,1.0,14.0,4.0,0.0,lion-city-exclusive-trang-tien-plaza,,,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,['Món Á'],"['Đãi tiệc', 'Ăn gia đình', 'Tiếp khách', 'Takeaway - Mang về']",,www.ex.lioncity.com.vn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Nhà Hàng Công Viên Nhỏ - Tiệc Cưới & Sự Kiện,"36 Ngõ 76 An Dương, Quận Tây Hồ, Hà Nội",7.7,12,0,0,163,0,/ha-noi/cong-vien-nho-tiec-cuoi-su-kien,21.055882,105.841972,0001-12-31T17:00:00Z,8.7,7.7,7.5,7.4,7.0,08:00,22:00,100.000đ - 1.000.000đ,12.0,2.0,9.0,0.0,1.0,cong-vien-nho-tiec-cuoi-su-kien,,08:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 20 phút,Các ngày lễ trong năm,['Nhà hàng'],1000 người lớn,"['Món Việt', 'Quốc tế']","['Đãi tiệc', 'Ăn gia đình', 'Tiếp khách', 'Buffet', 'Tiệc ngoài trời', 'Tổ chức tiệc cưới', 'Chụp hình - Quay phim']","['Thịt Gà', 'Phở', 'Trà', 'Chocolate/Socola', 'Cupcake', 'Bánh Su/Chour', 'Nấm', 'Thịt Heo', 'Thịt Bò', 'Hải sản', 'Món nước', 'Bánh - Kẹo', 'Café - Kem', 'Sinh tố - Nước ép', 'Cơm', 'Rượu vang', 'Thức uống', 'Bia', 'Nước ngọt', 'Trái cây', 'Cocktail']",www.congviennho.com,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
485,BBQ Garden - Phố Huế,"163 Phố Huế, Quận Hai Bà Trưng, Hà Nội",7.1,42,0,0,266,0,/ha-noi/bbq-garden-pho-hue,21.0139043,105.851745,0001-12-31T17:00:00Z,7.8,7.1,7.0,6.9,6.6,09:00,22:30,200.000đ - 500.000đ,42.0,3.0,22.0,15.0,2.0,bbq-garden-pho-hue,,09:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Á', 'Món Âu']","['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Buffet', 'BBQ - Món Nướng', 'Tiếp khách sang trọng']","['Thịt Gà', 'Nấm', 'Thịt Bò', 'Hải sản', 'Thức uống']",www.bbqgarden.vn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
486,Chim Rừng Restaurant - Trương Hán Siêu,"42 Trương Hán Siêu, Quận Hoàn Kiếm, Hà Nội",7.0,1,0,0,13,0,/ha-noi/chim-rung-restaurant-truong-han-sieu,21.019307,105.848578,0001-12-31T17:00:00Z,7.0,7.0,7.0,7.0,7.0,11:00,21:00,100.000đ - 500.000đ,1.0,0.0,1.0,0.0,0.0,chim-rung-restaurant-truong-han-sieu,,11:00 - 21:00 | 16:30 - 21:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",08:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Tiếp khách sang trọng']","['Thịt Gà', 'Trà', 'Bồ Câu', 'Cơm Tấm', 'Nấm', 'Tôm', 'Thịt Bò', 'Thịt Heo', 'Hải sản', 'Cá', 'Thịt Vịt', 'Đặc sản vùng', 'Cơm', 'Rượu vang', 'Thức uống', 'Bia', 'Nước ngọt', 'Trái cây', 'Cocktail']",chimrung.com.vn,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,Hầm Phố - Lê Duẩn,"142 Lê Duẩn, Quận Đống Đa, Hà Nội",6.1,6,0,0,44,0,/ha-noi/ham-pho-le-duan,21.0183729019285,105.8413356542587,0001-12-31T17:00:00Z,7.0,6.0,5.8,5.8,5.7,09:00,22:00,100.000đ - 500.000đ,6.0,0.0,4.0,1.0,1.0,ham-pho-le-duan,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']","['Thịt Gà', 'Tôm', 'Trà', 'Thịt Bò', 'Thịt Heo', 'Hải sản', 'Cá', 'Café - Kem', 'Sinh tố - Nước ép', 'Rượu vang', 'Thức uống', 'Bia', 'Nước ngọt', 'Trái cây', 'Cocktail']",,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,GoGi House - Nướng Hàn Quốc - Phạm Ngọc Thạch,"B4 Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",7.0,91,0,0,460,0,/ha-noi/gogi-house-nuong-han-quoc-pham-ngoc-thach,21.0102422,105.8362382,0001-12-31T17:00:00Z,7.5,7.3,7.1,6.8,6.4,09:00,22:00,100.000đ - 300.000đ,91.0,9.0,53.0,21.0,8.0,gogi-house-nuong-han-quoc-pham-ngoc-thach,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']","['Thịt Gà', 'Bánh mì', 'Tôm', 'Trà', 'Nấm', 'Thịt Heo', 'Thịt Bò', 'Hải sản', 'Cá', 'Nghêu - Sò - Ốc', 'Mực', 'Hàu', 'Salad', 'Sinh tố - Nước ép', 'Ăn vặt - Ăn nhẹ', 'Rượu vang', 'Thức uống', 'Bia', 'Cá/bò viên', 'Nước ngọt', 'Trái cây', 'Xúc xích', 'Fastfood - Thức ăn nhanh']",www.gogihouse.com.vn,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
489,Java Crawfish - Làng Yên Phụ,"45 Làng Yên Phụ, Quận Tây Hồ, Hà Nội",7.5,18,0,0,96,0,/ha-noi/java-crawfish-lang-yen-phu,21.0526794,105.8353515999999,0001-12-31T17:00:00Z,7.8,7.7,7.7,7.5,6.6,10:00,22:00,30.000đ - 600.000đ,18.0,3.0,12.0,1.0,2.0,java-crawfish-lang-yen-phu,,17:00 - 22:00 | 10:00 - 14:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Bắc', 'Châu Mỹ']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Giao tận nơi', 'Tiệc ngoài trời', 'Ngắm cảnh']","['Bánh mì', 'Tôm', 'Hải sản', 'Café - Kem', 'Sinh tố - Nước ép', 'Rượu vang', 'Thức uống', 'Bia', 'Nước ngọt']",,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Hải Quy - Lẩu & Nướng,"129N Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",6.5,11,0,0,96,0,/ha-noi/hai-quy-lau-nuong,20.9995181638313,105.8154835179448,0001-12-31T17:00:00Z,7.5,7.3,6.6,5.9,5.5,10:00,22:30,50.000đ - 250.000đ,11.0,0.0,5.0,4.0,2.0,hai-quy-lau-nuong,,10:00 - 22:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,,"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm']",['Lẩu'],,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Le Beaulieu Restaurant - Sofitel Legend Metropole Hanoi,"15 Ngô Quyền, Quận Hoàn Kiếm, Hà Nội",7.7,7,0,0,50,0,/ha-noi/le-beaulieu-restaurant-sofitel-legend-metropole-hanoi,21.025627,105.855562,0001-12-31T17:00:00Z,9.3,8.3,8.3,7.4,5.4,18:00,22:30,500.000đ - 2.000.000đ,7.0,2.0,3.0,1.0,1.0,le-beaulieu-restaurant-sofitel-legend-metropole-hanoi,,18:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,"['Sang trọng', 'Nhà hàng']",50 người lớn,"['Món Âu', 'Pháp']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Buffet', 'Tiếp khách sang trọng', 'Dành cho Nam giới']",['Salad'],,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
492,Pizza Hut - Times City,"Tầng B1, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",6.9,52,0,0,244,0,/ha-noi/pizza-hut-times-city,20.996116,105.868871,0001-12-31T17:00:00Z,7.2,7.1,6.9,6.9,6.4,10:00,22:00,50.000đ - 200.000đ,52.0,5.0,34.0,6.0,7.0,pizza-hut-times-city,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Ý'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'Takeaway - Mang về']","['Pizza & Pasta', 'Thức uống']",www.pizzahut.vn,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Nhà Hàng Phương Nam - Món Ngon Miền Nam - Chùa Láng,"2 Ngõ 69 Chùa Láng, Quận Đống Đa, Hà Nội",6.8,31,0,0,295,0,/ha-noi/phuong-nam-mon-an-ba-mien,21.0232986346911,105.8057092130184,0001-12-31T17:00:00Z,7.3,7.0,6.7,6.7,6.5,08:00,22:00,100.000đ - 250.000đ,31.0,0.0,20.0,6.0,5.0,phuong-nam-mon-an-ba-mien,,08:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",21:00,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Việt', 'Món Miền Nam']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Giao tận nơi']","['Đặc sản vùng', 'Ăn vặt - Ăn nhẹ', 'Thức uống']",,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Gimbab Hàn Quốc - Giảng Võ,"203 Giảng Võ, Quận Ba Đình, Hà Nội",6.3,45,0,0,161,0,/ha-noi/gimbab-restaurant-giang-vo,21.02558,105.822284,0001-12-31T17:00:00Z,6.7,6.4,6.4,6.2,5.9,10:00,22:00,50.000đ - 200.000đ,45.0,2.0,21.0,11.0,11.0,gimbab-restaurant-giang-vo,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Á', 'Món Hàn']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ăn vặt']","['Thịt Gà', 'Tôm', 'Trà', 'Nấm', 'Thịt Heo', 'Thịt Bò', 'Hải sản', 'Cá', 'Ăn vặt - Ăn nhẹ', 'Cơm', 'Thức uống', 'Nước ngọt', 'Fastfood - Thức ăn nhanh']",,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
495,Bangkok Thai Cuisine Restaurant - Giảng Võ,"115 K1 Giảng Võ, Quận Ba Đình, Hà Nội",7.1,70,0,0,602,0,/ha-noi/bangkok-thai-cuisine-restaurant-giang-vo,21.025288,105.822095,0001-12-31T17:00:00Z,7.7,7.6,7.2,6.7,6.5,09:00,22:00,100.000đ - 300.000đ,70.0,2.0,49.0,14.0,5.0,bangkok-thai-cuisine-restaurant-giang-vo,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,,,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Thái']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Ăn vặt', 'Ăn Fastfood']","['Thịt Gà', 'Tôm', 'Trà', 'Nấm', 'Thịt Bò', 'Thịt Heo', 'Hải sản', 'Cá', 'Nghêu - Sò - Ốc', 'Mực', 'Ăn vặt - Ăn nhẹ', 'Cơm', 'Thức uống', 'Bia', 'Nước ngọt', 'Fastfood - Thức ăn nhanh']",,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Pizza Hut - Royal City,"B2 Royal City, 72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",7.1,63,0,0,340,0,/ha-noi/pizza-hut-royal-city,21.003691,105.814725,0001-12-31T17:00:00Z,7.5,7.3,7.0,7.0,6.7,10:00,22:00,50.000đ - 200.000đ,63.0,6.0,34.0,21.0,2.0,pizza-hut-royal-city,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Âu', 'Ý']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Giao tận nơi', 'Takeaway - Mang về']","['Bánh mì', 'Pizza & Pasta', 'Salad', 'Ăn vặt - Ăn nhẹ', 'Thức uống']",www.pizzahut.vn,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Hoa Long Restaurant - Dim Sum,"10 Nguyễn Quyền, Quận Hai Bà Trưng, Hà Nội",6.8,20,0,0,125,0,/ha-noi/hoa-long-restaurant-dim-sum,21.018155,105.842227,0001-12-31T17:00:00Z,7.5,6.8,6.8,6.4,6.4,10:00,21:00,100.000đ - 1.500.000đ,20.0,2.0,9.0,8.0,1.0,hoa-long-restaurant-dim-sum,,10:00 - 21:00,"['Buổi  trưa', 'Buổi  tối']",08:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],70 người lớn,"['Món Á', 'Món Trung Hoa']","['Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Ăn vặt', 'Tiếp khách sang trọng']","['Thịt Gà', 'Trà', 'Thịt Bò', 'Thịt Heo', 'Dimsum', 'Ăn vặt - Ăn nhẹ', 'Rượu vang', 'Thức uống', 'Bia', 'Nước ngọt']",,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,BBQ Chicken - Mê Linh Plaza Hà Đông,"Tầng 4, TTTM Mê Linh Plaza, Hà Đông, Quận Hà Đông, Hà Nội",6.3,7,0,0,69,0,/ha-noi/bbq-chicken-me-linh-plaza-ha-dong,20.964302,105.772237,0001-12-31T17:00:00Z,6.9,6.7,6.3,6.0,5.7,09:00,22:00,50.000đ - 200.000đ,7.0,0.0,4.0,2.0,1.0,bbq-chicken-me-linh-plaza-ha-dong,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'BBQ - Món Nướng', 'Ăn vặt', 'Takeaway - Mang về', 'Ăn Fastfood']","['Thịt Gà', 'Trà', 'Cơm văn phòng', 'Ăn vặt - Ăn nhẹ', 'Cơm', 'Thức uống', 'Nước ngọt', 'Xúc xích', 'Fastfood - Thức ăn nhanh']",bbqvietnam.com,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Seoul Garden - Vincom Bà Triệu,"Tầng 5, Vincom Bà Triệu, 191 Bà Triệu, Quận Hai Bà Trưng, Hà Nội",6.9,34,0,0,258,0,/ha-noi/seoul-garden-vincom-ba-trieu,21.0115353183355,105.8494681119918,0001-12-31T17:00:00Z,7.8,7.5,7.0,6.3,5.9,10:00,22:00,250.000đ - 500.000đ,34.0,1.0,22.0,7.0,3.0,seoul-garden-vincom-ba-trieu,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 AM,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Việt', 'Món Á', 'Món Hàn']","['Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'BBQ - Món Nướng']","['Thịt Bò', 'Hải sản', 'Lẩu', 'Ăn vặt - Ăn nhẹ']",,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Hotto - Món Ngon Trên Đĩa Nóng - Times City,"Tầng B1, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",6.4,37,0,0,166,0,/ha-noi/hotto-mon-ngon-tren-dia-nong-times-city,20.997983789553,105.8676417544484,0001-12-31T17:00:00Z,7.1,6.4,6.4,6.4,6.1,09:00,22:00,80.000đ - 150.000đ,37.0,0.0,19.0,12.0,6.0,hotto-mon-ngon-tren-dia-nong-times-city,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,,,,www.hotto.com.vn,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Thái BBQ Buffet - Times City,"Tầng B1, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",5.8,16,0,0,78,0,/ha-noi/thai-bbq-buffet-times-city,20.997983789553,105.8676457777619,0001-12-31T17:00:00Z,6.4,6.1,5.8,5.7,5.3,10:00,22:00,200.000đ - 500.000đ,16.0,1.0,5.0,5.0,5.0,thai-bbq-buffet-times-city,,10:00 - 22:00,"['Buổi  trưa', 'Buổi  tối']",09:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,"['Món Á', 'Món Thái']","['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'BBQ - Món Nướng']",['Lẩu'],,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
502,Lotteria - Royal City,"B2 Royal City, 72A Nguyễn Trãi, Quận Thanh Xuân, Hà Nội",6.9,74,0,0,300,0,/ha-noi/lotteria-royal-city,21.0011332776109,105.8171166479587,0001-12-31T17:00:00Z,7.1,7.0,7.0,6.7,6.7,08:00,22:00,50.000đ - 200.000đ,74.0,2.0,44.0,23.0,4.0,lotteria-royal-city,,08:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Quán ăn']",50 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Họp nhóm', 'Giao tận nơi', 'Takeaway - Mang về']","['Thịt Gà', 'Thức uống', 'Fastfood - Thức ăn nhanh']",www.lotteria.vn,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
